parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group,lnVR,VlnVR,low_lnVR,high_lnVR,t_val_sd,p_val_sd,Zr,VZr
conditioning baseline freezing time,Fear Conditioning,291,333,1.2217028924729303,0.7852619858892638,-1.053437393984919,1.0137546953529006,1.2255487030842864,0.7849206633101031,-1.5067020596936158,1.0670809113296085,-0.00384581061252659,0.11698779197164924,0.9737881170190787,0.4532646656985597,1.4457103551077362,0.7540096511212464,1.043493368154956,1.16771978,0.0547520203963923,0.7767253030923722,Behaviour,conditioning baseline freezing time,-0.11225788951329488,0.0032512626262626264,-0.11863024716505073,-0.10588553186153903,-1.9687512513857104,0.04942523397983045,0.054806830587793114,0.001610305958132045
conditioning baseline maximum motion index,Fear Conditioning,168,238,6.780843454549733,0.04392137135230017,1.1742140250399538,0.40810828014825296,6.8121511039303195,0.03997171808438435,0.13674127270653808,0.36903674367070094,-0.03130764938051925,0.0389737970945232,0.4223795945212604,1.0374727523325449,0.5376754927052628,0.05451941421289696,0.30550102581606503,0.3349078,0.12780447317307125,0.6598783929407975,Behaviour,conditioning baseline maximum motion index,-0.09099949017485226,0.0051579626047711154,-0.10110891111380804,-0.08089006923589648,-1.2670678299690976,0.20586095716079256,0.12850722543062618,0.0024813895781637717
conditioning post-shock % freezing time,Fear Conditioning,168,238,3.3147620971052643,0.07757391764375375,-1.5838734706720137,0.7880700071635561,3.291789863951674,0.06810758304242968,-0.799004560578064,0.6652213176660156,0.02297223315359052,0.07260022312836029,0.7518830573822655,-0.7848689100945039,1.009126996927445,0.4372617379499719,0.6048890839090075,0.6061758,0.11037291805184482,0.6067091804463447,Behaviour,conditioning post-shock freezing time,-0.0012222907111987058,0.0051579626047711154,-0.011331711650154494,0.008887130227757084,-0.017019054019468783,0.9864298166668344,0.11082441711111711,0.0024813895781637717
conditioning post-shock average motion index,Fear Conditioning,168,238,3.8928410327521736,0.10548361999837644,2.0402110276463485,0.9817724800545432,3.930537582021701,0.0922612077832498,0.8854405827961631,0.7507642670608341,-0.0376965492700645,0.08667287336670053,0.6638982245236373,1.1547704448538725,1.2069869134579638,0.3393997912394544,0.7496077970701482,0.6490194,0.1079649723057415,0.7026911208339187,Behaviour,conditioning post-shock average motion index,0.14499016756793812,0.0051579626047711154,0.13488074662898233,0.1550995885068939,2.0188286399645365,0.044165157750849504,0.10838742642024607,0.0024813895781637717
conditioning post-shock freeze count,Fear Conditioning,291,333,2.6904540854341477,0.22989691964532383,-1.5148026740449194,0.6510377070415985,2.630094379365272,0.2293120012817394,-1.2451349056342254,0.6216493324788105,0.06035970609734496,0.05913348954921731,0.30785858635996116,-0.2696677542396886,0.7652329927319819,0.7246828133446,0.6264731692744204,0.6200001,0.13829485045777629,0.5676126765919203,Behaviour,conditioning post-shock freeze count,0.01060726730793923,0.0032512626262626264,0.0042349096561833735,0.016979624959695086,0.18602764471012864,0.852483733366143,0.13918675908895176,0.001610305958132045
conditioning post-shock freezing time,Fear Conditioning,291,333,3.1947734755935304,0.5237482980288973,-1.777191442094185,0.7717367513704373,3.0855839083593812,0.5232260430754648,-1.3484129387373978,0.7284680141446324,0.10918956723805562,0.08135899640804505,0.18016426851629308,-0.42877850332897965,1.038732242812335,0.6799321186558519,0.8331076433041198,0.8221438,0.10629168943177827,0.7171244789144376,Behaviour,conditioning post-shock freezing time,0.013468498139694026,0.0032512626262626264,0.00709614048793817,0.019840855791449882,0.23620720718848345,0.8133496470529877,0.10669471678595775,0.001610305958132045
conditioning post-shock maximum motion index,Fear Conditioning,168,238,6.994282726058432,0.06025611451876726,0.7897629187356153,0.730517910710876,7.146205176060339,0.04898087418222947,0.601327791301139,0.5686142939676191,-0.15192245000158433,0.06469683259331696,0.01945318850855319,0.18843512743450075,0.9111761909744416,0.8362902637429218,0.5932628792031553,0.5469635,0.1438784262362736,0.4382333018506107,Behaviour,conditioning post-shock maximum motion index,0.08215817551685078,0.0051579626047711154,0.072048754577895,0.09226759645580657,1.1439622460118402,0.2533166417095498,0.14488375201905807,0.0024813895781637717
conditioning shock average motion index,Fear Conditioning,168,238,6.457387019402936,0.04528968330121651,0.8237100119458439,0.4393695682277578,6.68131217394408,0.03916603069834291,0.3853583415032606,0.33742220102938486,-0.22392515454023867,0.0388448116560313,1.8802203078836583e-8,0.438351670422548,0.5413804385027747,0.4187003856762206,0.33754301944529436,0.2949573,0.27074972508111883,0.6968581150155843,Behaviour,conditioning shock average motion index,0.1357650105681091,0.0051579626047711154,0.12565558962915332,0.1458744315070649,1.890378473502749,0.059422802342655956,0.2776726771234534,0.0024813895781637717
conditioning shock maximum motion index,Fear Conditioning,168,238,7.626991978649046,0.04094713917041227,0.3891402153440144,0.46243578539835095,7.893721660784274,0.03487587862721127,0.46401555439679715,0.381263153816543,-0.26672968212984893,0.04203674069547043,7.328531758943135e-10,-0.07487533918816444,0.5882642199489497,0.8987948730177991,0.3655110472190625,0.359034,0.30760353324700507,0.5671884388264838,Behaviour,conditioning shock maximum motion index,0.018782055613762904,0.0051579626047711154,0.008672634674807115,0.028891476552718693,0.2615194700889225,0.7938252093216756,0.3178963282707477,0.0024813895781637717
conditioning shock minimum motion index,Fear Conditioning,168,238,2.1410629890717834,0.17402833555119196,4.692117007698804,2.128021469090516,2.3667074882549324,0.148401761113791,0.02087568890032571,1.785586562034286,-0.2256444991828512,0.19454556101249595,0.2469466157445287,4.67124131879746,2.7370597100922462,0.08882524691994666,1.7290140009916413,1.758458,0.12332231604760538,0.4151156860438237,Behaviour,conditioning shock minimum motion index,-0.015983340790906072,0.0051579626047711154,-0.02609276172986186,-0.005873919851950283,-0.2225504438835478,0.8239978765564284,0.12395326164331821,0.0024813895781637717
conditioning tone % freezing time,Fear Conditioning,168,238,2.659232775230228,0.10568355840327864,-0.04813802294012204,1.2194692464284205,2.5334481884618527,0.0868384930329766,-0.6496135160650958,0.9455467613426104,0.12578458687007796,0.1079399243765602,0.2447309797365275,0.6014754951231229,1.5152886163155357,0.6916698329866413,0.9739933496543844,0.8838882,0.07014450564983427,0.4899380727882184,Behaviour,conditioning tone freezing time,0.09797653515348928,0.0051579626047711154,0.0878671142145335,0.10808595609244506,1.3642155087494063,0.1732592232087573,0.07025988934570744,0.0024813895781637717
conditioning tone average motion index,Fear Conditioning,168,238,4.152291579361991,0.11291419635707424,1.2659455777766904,1.1647512151083586,4.3137043612738974,0.0940874600353765,-0.13062280421988412,0.8388730677987396,-0.16141278191255037,0.10035381897406816,0.10869577545655291,1.3965683819970114,1.4045847074392868,0.3208088650211591,0.9109603120939994,0.7319176,0.09910567037147704,0.6238896211795203,Behaviour,conditioning tone average motion index,0.21973403523812826,0.0051579626047711154,0.20962461429917248,0.22984345617708404,3.0595548026099744,0.0023644252086438833,0.09943206582342008,0.0024813895781637717
conditioning tone freeze count,Fear Conditioning,291,333,1.2526944914402836,0.16882611752157148,-0.5098152357342278,0.6652240028106283,1.1506940463322126,0.16825507725190297,-0.5389680707914496,0.6521971318642,0.10200044401937448,0.0655347300581216,0.12021934786665817,0.02915284246719992,0.8488129930680957,0.972615010157576,0.6796763573792297,0.7043444,0.07990763754047121,0.4783657619754375,Behaviour,conditioning tone freeze count,-0.03542974164418363,0.0032512626262626264,-0.04180209929593949,-0.029057383992427775,-0.621358093410424,0.5345916856503719,0.08007836834179853,0.001610305958132045
conditioning tone freezing time,Fear Conditioning,291,333,1.2318935590318076,0.17454320863625103,-0.8374520761860077,1.0630280758276842,1.036650537843238,0.17151892221269688,-0.7934700138727703,1.018493039360878,0.19524302123482332,0.11342222946352282,0.0857820040558559,-0.04398206285688229,1.4509990154402237,0.9758303096304736,1.1543875719587229,1.16388076,0.0866580158268972,0.4698373116801979,Behaviour,conditioning tone freezing time,-0.007968981985372202,0.0032512626262626264,-0.014341339637128058,-0.001596624333616346,-0.1397580457283908,0.8888964040850724,0.08687592118696855,0.001610305958132045
conditioning tone maximum motion index,Fear Conditioning,168,238,6.328856995371383,0.06811337582698629,0.8874206156799006,0.7298403054069375,6.440065202727102,0.05761305338189822,-0.48522414529225816,0.5755577271125558,-0.11120820728585158,0.06515663382802248,0.0888031728664243,1.372644760367618,0.910460121790697,0.1326037721185694,0.5705883592385257,0.523373,0.11204958225893434,0.573004312277195,Behaviour,conditioning tone maximum motion index,0.08727627813302502,0.0051579626047711154,0.07716685719406924,0.0973856990719808,1.2152261966446887,0.22498953269560573,0.11252207831136804,0.0024813895781637717
context % freezing time,Fear Conditioning,168,238,3.7953472888771382,0.04779606229535495,-0.8334483069843377,0.5399609271976187,3.764173432326514,0.0411357611855445,0.0962052616729656,0.4543183260215907,0.0311738565428616,0.04953261379158964,0.529548706249523,-0.9296535600974832,0.6927443891166088,0.1805229988713691,0.4262883338183208,0.4303336,0.08231290863494775,0.4988817447021509,Behaviour,context % freezing time,-0.008542121131550864,0.0051579626047711154,-0.018651542070506653,0.0015672998074049253,-0.1189396431198731,0.9053822917730632,0.08249956941709866,0.0024813895781637717
context average motion index,Fear Conditioning,168,238,3.409984164525059,0.0921967296506549,1.3823331836696109,0.93848728157064,3.4286042602057227,0.08232076139512134,-0.03793289459180877,0.8302015813485453,-0.01862009568022106,0.088426831209715,0.8333522727711136,1.4202660782548229,1.226582152385625,0.2477399890222668,0.7176000878102563,0.7674251,0.06852763869274806,0.5846226978255559,Behaviour,context average motion index,-0.066225808555640725,0.0051579626047711154,-0.07633522949459651,-0.056116387616684936,-0.9221215566516863,0.35701551921325625,0.06863521140340816,0.0024813895781637717
context freeze count,Fear Conditioning,291,333,3.558447099095301,0.2127339625679088,-0.8910161234051382,0.8648737726341446,3.555143158372159,0.2124419516958121,-1.0544303628979037,0.8509926565144375,0.00330393853189829,0.04529868702759766,0.9418847759300062,0.1634142604893785,0.6006141914539216,0.7856706363687929,0.5112218057947556,0.5093275,0.1158975335207078,0.5627245600852381,Behaviour,context freeze count,0.003933289729376601,0.0032512626262626264,-0.002439067922379255,0.010305647381132457,0.06898106770353679,0.9450268591021298,0.11642067732852071,0.001610305958132045
context freezing time,Fear Conditioning,291,333,4.258139447642579,0.6306685475275096,-1.068392801636931,0.6946593933376016,4.232569406484423,0.6304767829194146,-0.5739640366042162,0.66608828974391,0.0255700410287828,0.06047555022176404,0.6726058697185558,-0.4944287607144656,0.7874041794027822,0.5303330768415697,0.6504133200094113,0.6469207,0.05507025316679016,0.82021260048282,Behaviour,context freezing time,0.005605276037797794,0.0032512626262626264,-7.670816139580625e-4,0.01197763368955365,0.09830395228007385,0.9217226101275333,0.05512602580886306,0.001610305958132045
context maximum motion index,Fear Conditioning,168,238,6.602352817447593,0.04813640037881991,1.190743555212333,0.49915372812556713,6.6168803627442525,0.04426008818877613,-0.2300420869609982,0.474140408549669,-0.01452754529703856,0.04874449233896205,0.7658643094637648,1.4207856421777385,0.6748069796546701,0.03600575380989859,0.3812653621386314,0.4496842,0.10727335709281605,0.5536004909405812,Behaviour,context maximum motion index,-0.164147293925511,0.0051579626047711154,-0.17425671486446678,-0.15403787298655522,-2.285570557701584,0.022796633680095102,0.10768770710980857,0.0024813895781637717
cue baseline % freezing time,Fear Conditioning,168,238,2.351388313658749,0.11725870140041744,-2.465167015181048,1.1577325193283294,2.5281740304467073,0.10531339217182507,-2.2215090765560173,1.0294683327361864,-0.1767857167879591,0.10945711441620742,0.10724166130107396,-0.24365793862502944,1.5155514415740297,0.8723715072841254,0.8787548380765547,0.9444639,0.15925195592558286,0.6219507647324328,Behaviour,cue baseline % freezing time,-0.07120887272968708,0.0051579626047711154,-0.08131829366864288,-0.06109945179073129,-0.9915052454775662,0.322032395007527,0.16061909314589518,0.0024813895781637717
cue baseline average motion index,Fear Conditioning,168,238,4.614704769940858,0.07387682837040076,1.6704805882183602,0.6730764549625509,4.5085954693819,0.06984252597489637,1.488823547550587,0.6839539573808744,0.10610930053969762,0.06860485455274982,0.12290046085705626,0.1816570411837013,0.9387586750364324,0.8466804185332961,0.49600397286128767,0.6381056,0.1636088780632779,0.628287923496347,Behaviour,cue baseline average motion index,-0.25101720694003465,0.0051579626047711154,-0.26112662787899044,-0.24090778600107887,-3.4951385669445045,5.263003364925911e-4,0.16509260176600568,0.0024813895781637717
cue baseline freeze count,Fear Conditioning,291,333,2.4628245930077735,0.4280552554547952,-1.8969324933158087,0.7534559184872275,2.5967298733639907,0.4277848940896157,-1.024472450688842,0.7691788025394405,-0.1339052804257223,0.06638698569942976,0.04420959387538909,-0.8724600430420872,0.8215435320953509,0.2887440269739978,0.6003054020490135,0.6560492,0.12931749761211989,0.7720345882726584,Behaviour,cue baseline freeze count,-0.0885762974028979,0.0032512626262626264,-0.09494865505465375,-0.08220393975114204,-1.5534293145108116,0.12082924527752681,0.13004567760812405,0.001610305958132045
cue baseline freezing time,Fear Conditioning,291,333,2.760327283405869,0.227114073698948,-2.5255004184940666,0.7613094935563762,2.93154841896528,0.22643359906482383,-1.765715189197131,0.8052561768641265,-0.17122113338020634,0.08574893480534598,0.0463757177810491,-0.7597852303823562,1.0595377224496134,0.4736428902363988,0.7605435340157435,0.8585249,0.1654348300709227,0.654963118365967,Behaviour,cue baseline freezing time,-0.12096137039768687,0.0032512626262626264,-0.12733372804944273,-0.11458901274593102,-2.12139075812193,0.03428377820430373,0.16696935321112702,0.001610305958132045
cue baseline maximum motion index,Fear Conditioning,168,238,7.126897974077879,0.03943851597723403,0.7307157897360554,0.44592612150369265,7.111047827217409,0.03549932806554793,0.29502386442888767,0.40663790465481625,0.01585014692051556,0.04249585918987007,0.7094020618318592,0.43569191436927873,0.5929336727851272,0.4629787799087538,0.3505362296116285,0.3935991,0.0877403716071246,0.4727205072345397,Behaviour,cue baseline maximum motion index,-0.11496616849041924,0.0051579626047711154,-0.12507558942937502,-0.10485674755146346,-1.6007774697321666,0.11020784846969423,0.08796657004296872,0.0024813895781637717
cue tone % freezing time,Fear Conditioning,168,238,3.482051051448021,0.07984220977414297,-2.483965595233629,0.8738825203309026,3.5334855693768565,0.06599505678882545,-0.6397099726039884,0.6600543292073718,-0.05143451512552403,0.07661773691608331,0.5024905155958884,-1.844255604617434,1.0732718373232002,0.08667091213105826,0.6892141788425249,0.5973727,0.1496054765728486,0.5705014450076998,Behaviour,cue tone % freezing time,0.14391351408471645,0.0051579626047711154,0.13380409314576067,0.15402293502367223,2.003837424189667,0.045754675292746017,0.15073685581851357,0.0024813895781637717
dark side distance travelled,Light-Dark Test,111,84,8.110321867083266,0.04122074673628209,0.04783258698679128,0.611438864350832,8.108064172842756,0.03806723910718297,0.6952288524040269,0.468704255530812,0.00225769424072632,0.045540001452504,0.9605232313837464,-0.6473962654193841,0.7565297501102622,0.3934431630550781,0.3355864,0.2443481329841487,0.0929920926043967,0.42305233773539025,Behaviour,distance travelled,0.31574225651877263,0.010802469135802469,0.29456980606849426,0.336914706969051,3.037884033651784,0.002712159810390302,0.09326154265327488,0.005208333333333333
dark side time spent,Light-Dark Test,1844,1791,6.598920420922597,0.23525433245622324,0.22801631326427144,0.24880613874026716,6.464022552873124,0.23543161358796977,0.2646192684708336,0.25528585662500314,0.13489786842684176,0.01431573358832743,8.001246969464311e-21,-0.03660296017913356,0.1273903437792345,0.7738784053498242,0.345562864,0.5006583772659314,0.12635173620072876,0.6609181806969334,Behaviour,time spent,-0.37075745987225733,5.512335845099261e-4,-0.3718378578449657,-0.36967706189954896,-15.791451953362845,0,0.12703064308253406,2.7533039647577095e-4
dark sleep bout lengths mean,Sleep Wake,864,842,5.2571726090282,0.0090871466824249,0.33039062826653814,0.09102670126984912,5.5833383690234095,0.01004402647030827,0.6787470305919177,0.08956593245621114,-0.32616575998764685,0.01127085182839848,2.0804915759733022e-147,-0.348356401696331,0.12128562540249926,0.00413208940015089,0.2158973,0.24659964467686735,0.579336665078492,0.6223103771232924,Behaviour,dark sleep bout lengths mean,-0.1329785456514438,0.0011766676495302327,-0.13528477186629645,-0.13067231943659113,-3.876632855221526,1.0993024143557406e-4,0.6614636856955977,5.871990604815032e-4
dark sleep bout lengths standard deviation,Sleep Wake,864,842,5.6281410215956065,0.01223381970186486,0.1542172727406159,0.11550831356415717,5.85800531677576,0.01202773493732534,0.09848540993043337,0.0978531057515644,-0.22986429518013823,0.01287689570508368,6.274750313674261e-65,0.05573186280991126,0.14099836338177024,0.6927013124217511,0.27048497,0.2587710079850317,0.3787036868714809,0.4972530959099417,Behaviour,dark sleep bout lengths standard deviation,0.044257773944175904,0.0011766676495302327,0.04195154772932325,0.046564000159028555,1.2902167017277548,0.19715048253242884,0.39854542820574707,5.871990604815032e-4
data confidence level,Sleep Wake,864,842,-0.02140071402356855,0.00211280742551372,0.0423854228374381,0.02043179550341909,-0.00530599825664563,0.00154513785586976,0.02449120614459039,0.01070392602010838,-0.01609471577586466,0.00192739893711569,1.4953870598776099e-16,0.0178942166619825,0.02173135092983886,0.41039177870983856,0.04992531,0.02588862389883756,0.19846230849994376,0.44145412640719506,Behaviour,data confidence level,0.6567092206229946,0.0011766676495302327,0.654402994408142,0.6590154468378473,19.144596058878477,0,0.2011313036702799,5.871990604815032e-4
distance travelled - total,Open Field,8942,8881,8.901957535845462,0.2110965498796312,-0.08599050102179671,0.11642612807447832,8.800843542155848,0.21109804231916185,-0.04638502212736246,0.11598988761745528,0.1011139920456654,0.00340703384669504,2.5094167471187874e-188,-0.03960546789213806,0.03153515665312689,0.2091657480243799,0.20847785054131185,0.19901041,0.06659086076655475,0.963991092674488,Behaviour,distance travelled - total,0.046475283943487176,1.1225365907110245e-4,0.04625527081457498,0.046695297072399375,4.38653701693305,1.1583022070382754e-5,0.06668955237933384,5.611672278338945e-5
fecal boli,Light-Dark Test,1504,1489,0.6319672478414249,0.01962748243148452,-0.5037836728261651,0.17730360100904505,1.0838527441335446,0.02246718562500804,-0.1256278711839147,0.17574482912264625,-0.4518854962920584,0.02624592863450003,3.680743960062268e-63,-0.3781558016417355,0.235511170499137,0.10845926207849224,0.6531191,0.775114999549636,0.2986856560255162,0.359616968088716,Behaviour,fecal boli,-0.17125526573715238,6.69585014207666e-4,-0.17256762824958716,-0.1699429032247176,-6.618218044492673,4.2920555998193777e-11,0.3080758947213675,3.3444816053511704e-4
forelimb and hindlimb grip strength measurement mean,Grip Strength,12362,12416,5.256263885314997,0.04697591359245021,0.4358817428497294,0.0434865865180169,5.323499889013238,0.04697731053210803,0.4211003153843466,0.04308988598549331,-0.06723600346128956,0.00187280680707909,3.086633151542009e-274,0.01478142759744791,0.01794201603913091,0.4100371047299112,0.12782477,0.13147474100379347,0.21738140882192225,0.8654272349776845,Behaviour,limb strength,-0.028154231920283247,8.073669884560143e-5,-0.028312472942251282,-0.027995990898315212,-3.133344811212992,0.0017302775790464242,0.22090598978756762,4.0363269424823414e-5
forelimb and hindlimb grip strength normalised against body weight,Grip Strength,12355,12405,2.2498816298659117,0.04809314938600062,-0.5382140463943338,0.0383409730911638,2.105033340181252,0.04809446341039519,-0.5653667394925924,0.03793723590168869,0.1448482900306653,0.00186668309892981,0,0.02715269242958556,0.01788588286133887,0.12900191319139484,0.12727331,0.13129201003060856,0.3461161176842725,0.876489942418551,Behaviour,limb strength,-0.031086942119400926,8.079535266332607e-5,-0.03124529810073926,-0.030928586138062594,-3.4584763811170767,5.441531908645381e-4,0.3610244947384064,4.03926162297532e-5
forelimb grip strength measurement mean,Grip Strength,12367,12430,4.556348656358983,0.05491384076920572,0.4489343138823279,0.05699976121815781,4.637874360849019,0.05491584575800158,0.383340406492195,0.05639951317299374,-0.081525704643781,0.00235136461259437,2.0686143470871732e-256,0.06559390729570207,0.02255592521943655,0.00364051404278361,0.16390059,0.1625588528154363,0.19344781764045585,0.8488124585283143,Behaviour,limb strength,0.008220183140515296,8.067495929707329e-5,0.008062063125838797,0.008378303155191795,0.9151917910043491,0.36009985344026596,0.19591656248968423,4.0332338468984434e-5
forelimb grip strength normalised against body weight,Grip Strength,12360,12419,1.5515479157300092,0.05621394737995445,-0.5175881361546423,0.05564997053922234,1.421052488840408,0.05621546837925668,-0.5959926226490238,0.05506571978886084,0.13049542693910388,0.00234846033819485,0,0.07840448651262749,0.02252460479992988,5.008326845085234e-4,0.16356997,0.16235645520648403,0.2772892262990277,0.8584921279040647,Behaviour,limb strength,0.00744678333116312,8.073351408150478e-5,0.007288548551218013,0.007605018111108227,0.8287848234532436,0.4072341611046699,0.2847431067596143,4.036164029706167e-5
horizontal activity,Light-Dark Test,111,84,7.434011843885023,0.04340664225962902,-0.3906362470810733,0.5612726362549944,7.396179753771063,0.04567565837156553,1.17064626370214,0.5438494254885313,0.03783209011715434,0.0470721033213848,0.42278248225121096,-1.561282510799122,0.7645598397025116,0.04281827205173377,0.2969726,0.2843255102926726,0.1655312856954071,0.5358302351062411,Behaviour,horizontal activity,0.0419769239578336,0.010802469135802469,0.020804473507555248,0.06314937440811196,0.4038769738308243,0.68675033781525,0.16706852460896773,0.005208333333333333
